golang.org/x/oauth2,https://cs.opensource.google/go/x/oauth2/+/v0.36.0:LICENSE,BSD-3-Clause
golang.org/x/sync,https://cs.opensource.google/go/x/sync/+/v0.22.0:LICENSE,BSD-3-Clause
golang.org/x/sys,https://cs.opensource.google/go/x/sys/+/v0.47.0:LICENSE,BSD-3-Clause
golang.org/x/text,https://cs.opensource.google/go/x/text/+/v0.41.0:LICENSE,BSD-3-Clause
golang.org/x/time/rate,https://cs.opensource.google/go/x/time/+/v0.15.0:LICENSE,BSD-3-Clause
golang.org/x/tools,https://cs.opensource.google/go/x/tools/+/v0.49.0:LICENSE,BSD-3-Clause
golang.zx2c4.com/wireguard,https://github.com/netbirdio/wireguard-go/blob/2834bebf6c1a/LICENSE,MIT
golang.zx2c4.com/wireguard/wgctrl,https://github.com/WireGuard/wgctrl-go/blob/a9ab2273dd10/LICENSE.md,MIT
google.golang.org/genproto/googleapis/api/httpbody,https://github.com/googleapis/go-genproto/blob/d00831a3d3e7/googleapis/api/LICENSE,Apache-2.0
google.golang.org/genproto/googleapis/rpc/status,https://github.com/googleapis/go-genproto/blob/9d38bb4040a9/googleapis/rpc/LICENSE,Apache-2.0
google.golang.org/grpc,https://github.com/grpc/grpc-go/blob/v1.80.0/LICENSE,Apache-2.0
google.golang.org/protobuf,https://github.com/protocolbuffers/protobuf-go/blob/v1.36.11/LICENSE,BSD-3-Clause
gopkg.in/yaml.v3,https://github.com/go-yaml/yaml/blob/v3.0.1/LICENSE,MIT
gvisor.dev/gvisor/pkg,https://github.com/google/gvisor/blob/0f2374377e89/LICENSE,Apache-2.0
